05/13/25 10:50:35.795 AM [15336|3080] [info] Datadog CLR Profiler 3.16.0 on Windows (amd64)
05/13/25 10:52:43.461 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.462 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.462 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:52:43.462 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.462 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.462 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.462 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:52:43.462 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:52:43.462 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:52:43.462 AM [15336|10560] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:52:43.462 AM [15336|10560] [info] *** CallTarget_RewriterCallback() Finished: System.Runtime.Remoting.Channels.BinaryServerFormatterSink.SerializeResponse() [IsVoid=1, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Remoting.Server.BinarySerializeResponseIntegration, Arguments=4]
05/13/25 10:52:45.445 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 10:52:45.912 AM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
05/13/25 12:45:46.350 PM [15336|25192] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Threading.CancellationToken
05/13/25 12:45:46.359 PM [15336|25192] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Threading.CancellationToken
05/13/25 12:45:46.360 PM [15336|25192] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Threading.CancellationToken
05/13/25 12:45:46.360 PM [15336|25192] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Threading.CancellationToken
05/13/25 12:45:46.360 PM [15336|25192] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Threading.CancellationToken
05/13/25 12:45:46.360 PM [15336|25192] [info] *** CallTarget_RewriterCallback() Finished: System.Net.Http.HttpClientHandler.SendAsync() [IsVoid=0, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Http.HttpClient.HttpClientHandler.HttpClientHandlerIntegration, Arguments=2]
05/13/25 12:49:35.736 PM [15336|3080] [warning] Timeout while waiting for the rejit requests to be processed. Rejit will continue asynchronously, but some initial calls may not be instrumented
