05/13/25 08:55:04.674 AM [18144|17940] [info] Datadog CLR Profiler 3.16.0 on Windows (amd64)
05/13/25 10:35:15.325 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.IServerResponseChannelSinkStack
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Messaging.IMessage
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.Runtime.Remoting.Channels.ITransportHeaders
05/13/25 10:35:15.326 AM [18144|20776] [warning] [ResolveTypeInternal] GetAssemblyFromScope has failed with: System.IO.Stream
05/13/25 10:35:15.327 AM [18144|20776] [info] *** CallTarget_RewriterCallback() Finished: System.Runtime.Remoting.Channels.BinaryServerFormatterSink.SerializeResponse() [IsVoid=1, IsStatic=0, IntegrationType=Datadog.Trace.ClrProfiler.AutoInstrumentation.Remoting.Server.BinarySerializeResponseIntegration, Arguments=4]
05/13/25 10:50:25.487 AM [18144|29044] [info] Exiting ReJIT request thread.
05/13/25 10:50:25.488 AM [18144|21716] [info] Exiting...
05/13/25 10:50:25.488 AM [18144|21716] [info] Stats: Total time: 6920722ms | Total time in Callbacks: 11079ms [Initialize=0ms, ModuleLoadFinished=3463ms/127, CallTargetRequestRejit=7120ms/104, CallTargetRewriter=30ms/13, AssemblyLoadFinished=1ms/126, ModuleUnloadStarted=0ms/0, JitCompilationStarted=367ms/42835, JitInlining=61ms/211067, JitCacheFunctionSearchStarted=33ms/3680, InitializeProfiler=0ms/0]
